emp_no,first_name,last_name,to_date,from_date,title
64532,Atilio,Segond,9999-01-01,1990-11-29,Senior Engineer
64632,Zsolt,Brender,9999-01-01,1996-02-21,Senior Staff
64790,Shin,Piveteau,9999-01-01,1985-04-19,Engineer
64790,Shin,Piveteau,9999-01-01,1985-04-19,Senior Engineer
64828,Krister,Pappas,9999-01-01,1999-09-30,Staff
64984,Eldridge,Eldridge,9999-01-01,1986-06-24,Engineer
64984,Eldridge,Eldridge,9999-01-01,1986-06-24,Senior Engineer
65171,Jeane,Tasistro,9999-01-01,1994-07-06,Technique Leader
65539,Aksel,Picaronny,9999-01-01,1991-01-27,Engineer
65539,Aksel,Picaronny,9999-01-01,1991-01-27,Senior Engineer
65883,Patricia,Pepe,9999-01-01,1991-04-19,Senior Staff
65883,Patricia,Pepe,9999-01-01,1991-04-19,Staff
65998,Mandell,Alameldin,9999-01-01,1989-04-08,Senior Staff
65998,Mandell,Alameldin,9999-01-01,1989-04-08,Staff
66382,Domenico,Candan,9999-01-01,1997-07-13,Engineer
66530,Dung,Leaver,9999-01-01,1998-04-04,Staff
66643,Jianhao,Tomescu,9999-01-01,1996-08-26,Engineer
66702,Deniz,Thibadeau,9999-01-01,1994-09-27,Engineer
66702,Deniz,Thibadeau,9999-01-01,1994-09-27,Senior Engineer
66757,Yonghong,Baig,9999-01-01,1999-04-10,Staff
66807,Aiman,Rosaz,9999-01-01,1990-05-22,Engineer
66807,Aiman,Rosaz,9999-01-01,1990-05-22,Senior Engineer
67320,Sadok,Lorys,9999-01-01,1987-05-10,Senior Staff
67548,Fumitaka,Roohalamini,9999-01-01,1998-06-27,Staff
67934,Aiman,Gargeya,9999-01-01,1985-03-07,Engineer
67934,Aiman,Gargeya,9999-01-01,1985-03-07,Senior Engineer
68416,Munenori,Debuse,9999-01-01,1990-11-08,Senior Engineer
68608,Yucai,Seghrouchni,9999-01-01,1989-06-09,Engineer
68608,Yucai,Seghrouchni,9999-01-01,1989-06-09,Senior Engineer
68633,Chinhyun,Rassart,9999-01-01,1993-07-29,Senior Engineer
68648,Jaques,DiGiano,9999-01-01,1992-04-01,Technique Leader
69052,Shietung,Shrader,9999-01-01,1995-08-05,Senior Staff
69219,Shuky,Redmiles,9999-01-01,1994-07-06,Senior Staff
69867,Miyeon,Rothe,9999-01-01,1991-04-09,Senior Staff
69867,Miyeon,Rothe,9999-01-01,1991-04-09,Staff
69878,Chinya,Cooke,9999-01-01,1997-01-29,Engineer
69936,Lalit,Unni,9999-01-01,1998-12-06,Assistant Engineer
70469,Tru,Miyakawa,9999-01-01,1990-09-03,Senior Staff
70469,Tru,Miyakawa,9999-01-01,1990-09-03,Staff
70990,Arumugam,Nitta,9999-01-01,1990-03-23,Senior Engineer
71066,Domenick,Basart,9999-01-01,1996-01-05,Senior Staff
71066,Domenick,Basart,9999-01-01,1996-01-05,Staff
71141,Sajjad,Vitiello,9999-01-01,1992-02-17,Senior Staff
71141,Sajjad,Vitiello,9999-01-01,1992-02-17,Staff
71188,Pranjal,Schapiro,9999-01-01,1986-12-14,Senior Staff
71188,Pranjal,Schapiro,9999-01-01,1986-12-14,Staff
71243,Kinh,Buchter,9999-01-01,1986-03-29,Engineer
71243,Kinh,Buchter,9999-01-01,1986-03-29,Senior Engineer
71334,Cathie,Peck,9999-01-01,1993-04-12,Engineer
71334,Cathie,Peck,9999-01-01,1993-04-12,Senior Engineer
71685,Kristinn,Olano,9999-01-01,1989-10-03,Senior Engineer
71710,Hitomi,Takanami,9999-01-01,1997-12-15,Assistant Engineer
71745,Adil,Laventhal,9999-01-01,1992-05-13,Assistant Engineer
71745,Adil,Laventhal,9999-01-01,1992-05-13,Engineer
72190,Sajjad,Waeselynck,9999-01-01,1999-09-13,Engineer
72194,Feiyu,Siepmann,9999-01-01,1998-10-01,Senior Engineer
72232,Naraig,Veldwijk,9999-01-01,1989-07-10,Engineer
72232,Naraig,Veldwijk,9999-01-01,1989-07-10,Senior Engineer
72640,Honglan,Hutton,9999-01-01,1993-10-04,Engineer
72640,Honglan,Hutton,9999-01-01,1993-10-04,Senior Engineer
72918,Takahira,Szilard,9999-01-01,1988-01-16,Senior Staff
72918,Takahira,Szilard,9999-01-01,1988-01-16,Staff
73076,Froduald,Feldhoffer,9999-01-01,1993-03-16,Senior Engineer
73233,Shigeo,Merey,9999-01-01,1985-07-30,Senior Engineer
73516,Qingxiang,Badache,9999-01-01,1989-06-25,Engineer
73516,Qingxiang,Badache,9999-01-01,1989-06-25,Senior Engineer
73743,Anneke,Bernardeschi,9999-01-01,1999-11-01,Engineer
74200,Holgard,Weiland,9999-01-01,1991-09-24,Senior Engineer
74344,Hiroyasu,Provine,9999-01-01,1994-11-25,Engineer
74668,Masako,Bonifati,9999-01-01,1987-04-09,Senior Staff
74800,Yuuichi,Conde,9999-01-01,1989-03-08,Assistant Engineer
74800,Yuuichi,Conde,9999-01-01,1989-03-08,Engineer
74800,Yuuichi,Conde,9999-01-01,1989-03-08,Senior Engineer
75354,Shuky,Jakobus,9999-01-01,1986-06-16,Engineer
75354,Shuky,Jakobus,9999-01-01,1986-06-16,Senior Engineer
75703,Kyoichi,Erman,9999-01-01,1996-07-25,Engineer
75703,Kyoichi,Erman,9999-01-01,1996-07-25,Senior Engineer
76189,Kolar,Hinsberger,9999-01-01,1986-10-20,Engineer
76189,Kolar,Hinsberger,9999-01-01,1986-10-20,Senior Engineer
76201,Arif,Preusig,9999-01-01,1992-04-02,Senior Engineer
76640,Tristan,Mitsuhashi,9999-01-01,1994-07-13,Engineer
76640,Tristan,Mitsuhashi,9999-01-01,1994-07-13,Senior Engineer
77030,Faiza,Garnham,9999-01-01,1986-03-02,Technique Leader
77303,Xinglin,Birge,9999-01-01,1992-03-05,Senior Staff
77303,Xinglin,Birge,9999-01-01,1992-03-05,Staff
77647,Niranjan,Schaaf,9999-01-01,1989-11-05,Technique Leader
77815,Ronghao,Picaronny,9999-01-01,1993-06-09,Assistant Engineer
77815,Ronghao,Picaronny,9999-01-01,1993-06-09,Engineer
78106,Ashish,Ratnaker,9999-01-01,1986-11-10,Senior Staff
78363,Susumu,Fritzsche,9999-01-01,1998-06-23,Engineer
78469,Leucio,Cappelli,9999-01-01,1997-08-22,Staff
78871,Conor,Ghandeharizadeh,9999-01-01,1985-05-25,Senior Engineer
79043,Katsuo,Hockney,9999-01-01,1999-11-07,Technique Leader
79171,Guiseppe,Ellozy,9999-01-01,1991-01-12,Senior Engineer
79310,Jeong,Cunliffe,9999-01-01,1996-10-27,Senior Staff
79606,Arnd,Peir,9999-01-01,1986-12-11,Senior Engineer
79763,Sanjoy,Barreiro,9999-01-01,1988-04-09,Senior Staff
79763,Sanjoy,Barreiro,9999-01-01,1988-04-09,Staff
79895,Fei,Murtagh,9999-01-01,1986-01-19,Senior Staff
80067,Kazuhisa,Weiland,9999-01-01,1985-11-09,Senior Staff
80067,Kazuhisa,Weiland,9999-01-01,1985-11-09,Staff
80203,Shakhar,Baik,9999-01-01,1993-12-01,Staff
80432,Stella,Figueira,9999-01-01,1990-03-14,Senior Staff
80432,Stella,Figueira,9999-01-01,1990-03-14,Staff
80731,Shaowen,Eldridge,9999-01-01,1987-12-05,Senior Staff
80731,Shaowen,Eldridge,9999-01-01,1987-12-05,Staff
80850,Koldo,Luit,9999-01-01,1995-04-16,Engineer
80850,Koldo,Luit,9999-01-01,1995-04-16,Senior Engineer
80889,Shigeo,Linnainmaa,9999-01-01,1985-07-30,Senior Engineer
80948,Harjit,Bardell,9999-01-01,1991-05-24,Engineer
80948,Harjit,Bardell,9999-01-01,1991-05-24,Senior Engineer
81105,Jaewon,Boissier,9999-01-01,1992-05-24,Engineer
81105,Jaewon,Boissier,9999-01-01,1992-05-24,Senior Engineer
81545,Larisa,Kornyak,9999-01-01,1996-03-10,Technique Leader
81644,Divine,Ghandeharizadeh,9999-01-01,1997-11-28,Staff
81995,Sreekrishna,Brender,9999-01-01,1990-03-22,Engineer
81995,Sreekrishna,Brender,9999-01-01,1990-03-22,Senior Engineer
82069,Yechezkel,Perfilyeva,9999-01-01,1994-11-03,Engineer
82069,Yechezkel,Perfilyeva,9999-01-01,1994-11-03,Senior Engineer
82098,Poornachandra,Wilharm,9999-01-01,1991-04-20,Engineer
82098,Poornachandra,Wilharm,9999-01-01,1991-04-20,Senior Engineer
82351,Stevo,Thambidurai,9999-01-01,1989-10-27,Senior Staff
82511,Uwe,Koblick,9999-01-01,1998-04-04,Engineer
82919,Shigeu,Claffy,9999-01-01,1998-02-03,Engineer
82928,Alselm,Rikino,9999-01-01,1990-11-16,Engineer
82928,Alselm,Rikino,9999-01-01,1990-11-16,Senior Engineer
83280,Francesca,Ellozy,9999-01-01,1999-08-08,Senior Engineer
83289,Shigeichiro,Engelmann,9999-01-01,1994-01-09,Engineer
83289,Shigeichiro,Engelmann,9999-01-01,1994-01-09,Senior Engineer
83509,Breannda,Collavizza,9999-01-01,1989-10-12,Engineer
83509,Breannda,Collavizza,9999-01-01,1989-10-12,Senior Engineer
83544,Leaf,Baak,9999-01-01,1994-09-05,Senior Staff
83544,Leaf,Baak,9999-01-01,1994-09-05,Staff
83714,Ohad,Kilgore,9999-01-01,1990-07-01,Engineer
83714,Ohad,Kilgore,9999-01-01,1990-07-01,Senior Engineer
83805,Manohar,Harllee,9999-01-01,1987-03-11,Senior Engineer
83941,Zsolt,Hagimont,9999-01-01,1996-10-08,Senior Staff
83941,Zsolt,Hagimont,9999-01-01,1996-10-08,Staff
84029,Babette,Eugenio,9999-01-01,1997-09-21,Staff
84179,Shuichi,Nanard,9999-01-01,1989-03-14,Senior Engineer
84236,Eberhardt,Barriga,9999-01-01,1987-06-04,Senior Staff
84236,Eberhardt,Barriga,9999-01-01,1987-06-04,Staff
84315,Kristina,Baumann,9999-01-01,1996-09-26,Assistant Engineer
84451,Shiv,Aumann,9999-01-01,1998-06-14,Senior Engineer
84508,Tommaso,Vidya,9999-01-01,1998-05-02,Engineer
84840,Sverrir,Neimat,9999-01-01,1996-11-03,Staff
84922,Parke,Unno,9999-01-01,1996-07-01,Engineer
84942,Shin,Fujisaki,9999-01-01,1988-02-23,Technique Leader
85216,Ferdinand,Rosiles,9999-01-01,1997-07-08,Senior Staff
85288,Younwoo,Luders,9999-01-01,1995-03-31,Engineer
85288,Younwoo,Luders,9999-01-01,1995-03-31,Senior Engineer
85414,Chiradeep,Callaway,9999-01-01,1999-07-30,Staff
85445,Yongdong,Pollock,9999-01-01,1998-03-17,Staff
85702,Udi,Merks,9999-01-01,1997-08-15,Engineer
85874,Pasqua,Taubman,9999-01-01,1986-06-23,Senior Staff
86213,Kristine,Clemencon,9999-01-01,1990-04-22,Senior Staff
86213,Kristine,Clemencon,9999-01-01,1990-04-22,Staff
86354,Ronghao,Segond,9999-01-01,1993-09-13,Senior Engineer
86422,Jaewon,Thummel,9999-01-01,1985-09-14,Senior Staff
86422,Jaewon,Thummel,9999-01-01,1985-09-14,Staff
86546,Oldrich,Woycyznski,9999-01-01,1985-05-15,Engineer
86546,Oldrich,Woycyznski,9999-01-01,1985-05-15,Senior Engineer
86655,Zhenhua,Lorys,9999-01-01,1995-08-21,Engineer
86672,JoAnne,Anido,9999-01-01,1995-09-15,Staff
87129,Keung,Neiman,9999-01-01,1997-04-13,Staff
87353,Quingbo,Coombs,9999-01-01,1999-01-17,Senior Engineer
87714,Khun,Janetzko,9999-01-01,1989-09-13,Assistant Engineer
87714,Khun,Janetzko,9999-01-01,1989-09-13,Engineer
87729,Yongmin,Roccetti,9999-01-01,1986-12-10,Senior Staff
87729,Yongmin,Roccetti,9999-01-01,1986-12-10,Staff
87783,Conor,Thorensen,9999-01-01,1988-02-24,Senior Engineer
88103,Goo,Bresenham,9999-01-01,1999-01-31,Senior Staff
88411,Lena,Cannane,9999-01-01,2000-01-28,Engineer
88422,Jungsoon,Birsak,9999-01-01,1985-04-03,Technique Leader
88647,Vasiliy,Ratnaker,9999-01-01,1995-08-09,Engineer
88958,Vojin,Coombs,9999-01-01,1995-07-23,Senior Staff
88958,Vojin,Coombs,9999-01-01,1995-07-23,Staff
88965,Mang,Hedayat,9999-01-01,1995-05-22,Engineer
89048,Otmar,Birjandi,9999-01-01,1985-03-23,Engineer
89048,Otmar,Birjandi,9999-01-01,1985-03-23,Senior Engineer
89090,Tetsushi,Theuretzbacher,9999-01-01,1990-02-01,Senior Staff
89090,Tetsushi,Theuretzbacher,9999-01-01,1990-02-01,Staff
89161,Conal,Yetto,9999-01-01,1991-01-12,Senior Staff
89161,Conal,Yetto,9999-01-01,1991-01-12,Staff
89207,Along,Erol,9999-01-01,1992-10-16,Senior Staff
89207,Along,Erol,9999-01-01,1992-10-16,Staff
89346,Mansur,Comyn,9999-01-01,1999-08-31,Engineer
89590,Guther,Rothenberg,9999-01-01,1991-08-08,Senior Staff
89590,Guther,Rothenberg,9999-01-01,1991-08-08,Staff
89664,Pranjal,Rossi,9999-01-01,1998-07-07,Staff
89680,Aiman,Mawatari,9999-01-01,1988-05-01,Engineer
89680,Aiman,Mawatari,9999-01-01,1988-05-01,Senior Engineer
89806,Xiadong,Shinomoto,9999-01-01,1997-05-24,Engineer
89806,Xiadong,Shinomoto,9999-01-01,1997-05-24,Senior Engineer
89922,Alexius,Ibel,9999-01-01,1988-04-24,Engineer
89922,Alexius,Ibel,9999-01-01,1988-04-24,Senior Engineer
89941,Arnould,Weedman,9999-01-01,1989-07-28,Senior Staff
90077,Vivian,Guerreiro,9999-01-01,1991-07-08,Assistant Engineer
90077,Vivian,Guerreiro,9999-01-01,1991-07-08,Engineer
90084,Renny,Bale,9999-01-01,1989-11-22,Engineer
90084,Renny,Bale,9999-01-01,1989-11-22,Senior Engineer
90211,Bader,Denis,9999-01-01,1997-10-06,Engineer
90292,Koichi,Assaf,9999-01-01,1990-05-26,Engineer
90292,Koichi,Assaf,9999-01-01,1990-05-26,Senior Engineer
90518,Fumiko,Chepyzhov,9999-01-01,1988-01-28,Senior Staff
90518,Fumiko,Chepyzhov,9999-01-01,1988-01-28,Staff
90614,Yonghoan,Trogemann,9999-01-01,1988-09-23,Assistant Engineer
90614,Yonghoan,Trogemann,9999-01-01,1988-09-23,Engineer
90692,Rajmohan,DasSarma,9999-01-01,1985-09-14,Senior Staff
90692,Rajmohan,DasSarma,9999-01-01,1985-09-14,Staff
91172,Kazuhisa,Melter,9999-01-01,1987-07-16,Senior Staff
91172,Kazuhisa,Melter,9999-01-01,1987-07-16,Staff
91182,Lucien,Schwartzburd,9999-01-01,1988-08-25,Engineer
91182,Lucien,Schwartzburd,9999-01-01,1988-08-25,Senior Engineer
91229,Yahiko,Hebden,9999-01-01,1996-10-03,Engineer
91229,Yahiko,Hebden,9999-01-01,1996-10-03,Senior Engineer
91256,Gunilla,Milicic,9999-01-01,1998-01-09,Staff
91333,Lobel,Stafford,9999-01-01,1998-11-29,Staff
91415,Jamaludin,Nilsson,9999-01-01,1987-01-15,Senior Staff
91415,Jamaludin,Nilsson,9999-01-01,1987-01-15,Staff
91648,Dmitry,Msuda,9999-01-01,1988-10-22,Senior Staff
91648,Dmitry,Msuda,9999-01-01,1988-10-22,Staff
92438,Aria,Kilgore,9999-01-01,1989-02-27,Engineer
92438,Aria,Kilgore,9999-01-01,1989-02-27,Senior Engineer
92454,Visit,McFarlan,9999-01-01,1987-10-22,Engineer
92454,Visit,McFarlan,9999-01-01,1987-10-22,Senior Engineer
92577,Zhanqiu,Farrow,9999-01-01,1999-01-10,Assistant Engineer
92598,Ranga,Merro,9999-01-01,1996-05-11,Assistant Engineer
92685,Mang,Atchley,9999-01-01,1995-06-07,Senior Staff
92841,Claude,Candan,9999-01-01,1993-08-04,Senior Staff
92846,Anyuan,Kropatsch,9999-01-01,1986-09-05,Senior Staff
92846,Anyuan,Kropatsch,9999-01-01,1986-09-05,Staff
92920,Huei,Hutter,9999-01-01,1993-01-28,Engineer
92920,Huei,Hutter,9999-01-01,1993-01-28,Senior Engineer
93040,Jaques,Kabayashi,9999-01-01,1992-03-13,Senior Engineer
93220,Richara,Walston,9999-01-01,1996-08-27,Senior Engineer
93278,Magdalena,Penn,9999-01-01,1997-01-04,Engineer
93278,Magdalena,Penn,9999-01-01,1997-01-04,Senior Engineer
93549,Arie,Coullard,9999-01-01,1991-04-15,Senior Staff
93549,Arie,Coullard,9999-01-01,1991-04-15,Staff
93600,Kristina,Neimat,9999-01-01,1988-04-18,Technique Leader
94331,Ramzi,Cronau,9999-01-01,1999-09-03,Technique Leader
94416,Aran,Cesareni,9999-01-01,1990-02-10,Senior Staff
94761,Hitofumi,Zaccaria,9999-01-01,1988-11-22,Engineer
94761,Hitofumi,Zaccaria,9999-01-01,1988-11-22,Senior Engineer
94944,Heping,Matheson,9999-01-01,1988-06-24,Engineer
94944,Heping,Matheson,9999-01-01,1988-06-24,Senior Engineer
95181,Yishai,Cappelli,9999-01-01,1997-01-30,Staff
95286,Kristin,Guerreiro,9999-01-01,1989-08-23,Engineer
95286,Kristin,Guerreiro,9999-01-01,1989-08-23,Senior Engineer
95314,Rasiah,Koblick,9999-01-01,1991-08-21,Senior Staff
95314,Rasiah,Koblick,9999-01-01,1991-08-21,Staff
95406,Alair,Lyonns,9999-01-01,1997-07-12,Engineer
95416,Gianluca,Ramaiah,9999-01-01,1993-11-29,Engineer
95509,Kristinn,Loncour,9999-01-01,1995-02-08,Engineer
95920,Nobuyoshi,Hegner,9999-01-01,1994-09-07,Senior Staff
95920,Nobuyoshi,Hegner,9999-01-01,1994-09-07,Staff
96571,Kokou,Garrabrants,9999-01-01,1997-11-05,Senior Engineer
96579,Mohan,Tasistro,9999-01-01,1996-02-10,Engineer
96767,Arumugam,Vecchio,9999-01-01,1985-08-14,Engineer
96767,Arumugam,Vecchio,9999-01-01,1985-08-14,Senior Engineer
97018,Jeanna,Chinen,9999-01-01,1989-01-01,Engineer
97018,Jeanna,Chinen,9999-01-01,1989-01-01,Senior Engineer
97623,Haldon,Janetzko,9999-01-01,1990-09-11,Senior Staff
97623,Haldon,Janetzko,9999-01-01,1990-09-11,Staff
97661,Avishai,Hegner,9999-01-01,1993-05-08,Senior Staff
97661,Avishai,Hegner,9999-01-01,1993-05-08,Staff
98288,Sumali,Huttel,9999-01-01,1989-09-12,Senior Staff
98288,Sumali,Huttel,9999-01-01,1989-09-12,Staff
98306,Ziya,Kadhim,9999-01-01,1995-11-02,Senior Engineer
98639,Florina,Assaf,9999-01-01,1996-05-18,Staff
99057,Shugo,Reeken,9999-01-01,1999-06-21,Staff
99373,Xiaobin,Christianini,9999-01-01,1985-12-25,Senior Staff
99373,Xiaobin,Christianini,9999-01-01,1985-12-25,Staff
99377,Carrsten,Francisci,9999-01-01,1991-06-16,Senior Engineer
99590,Dhritiman,Anily,9999-01-01,1998-12-16,Staff
99654,Mahendra,Motley,9999-01-01,1985-09-28,Senior Staff
99654,Mahendra,Motley,9999-01-01,1985-09-28,Staff
100865,Hisao,Peral,9999-01-01,1990-10-03,Engineer
100865,Hisao,Peral,9999-01-01,1990-10-03,Senior Engineer
100916,Heejo,Aamodt,9999-01-01,1992-04-22,Engineer
100916,Heejo,Aamodt,9999-01-01,1992-04-22,Senior Engineer
101487,Abdelaziz,Sury,9999-01-01,1991-01-31,Senior Staff
101487,Abdelaziz,Sury,9999-01-01,1991-01-31,Staff
101647,Mori,Homond,9999-01-01,1994-05-10,Senior Staff
101647,Mori,Homond,9999-01-01,1994-05-10,Staff
101902,Mantis,Millington,9999-01-01,1991-03-18,Senior Staff
101902,Mantis,Millington,9999-01-01,1991-03-18,Staff
102620,Adin,Templeman,9999-01-01,1997-12-10,Engineer
103196,Djenana,Albarhamtoshy,9999-01-01,1988-07-16,Senior Staff
103196,Djenana,Albarhamtoshy,9999-01-01,1988-07-16,Staff
103310,Visit,Swen,9999-01-01,1995-10-02,Senior Staff
103310,Visit,Swen,9999-01-01,1995-10-02,Staff
103316,Susanne,Peternell,9999-01-01,1994-07-27,Engineer
103316,Susanne,Peternell,9999-01-01,1994-07-27,Senior Engineer
103342,Beshir,Hellwagner,9999-01-01,1998-02-03,Engineer
103756,Heping,Halloran,9999-01-01,1992-04-08,Assistant Engineer
103756,Heping,Halloran,9999-01-01,1992-04-08,Engineer
104133,Pranjal,Zyda,9999-01-01,1991-07-03,Senior Staff
104133,Pranjal,Zyda,9999-01-01,1991-07-03,Staff
104845,Werner,Lodder,9999-01-01,1992-06-17,Senior Staff
104845,Werner,Lodder,9999-01-01,1992-06-17,Staff
104988,Parviz,Litzler,9999-01-01,1992-08-08,Engineer
104988,Parviz,Litzler,9999-01-01,1992-08-08,Senior Engineer
105342,Kwun,Reeker,9999-01-01,1999-07-29,Technique Leader
105356,Diederik,Matzov,9999-01-01,1988-05-12,Engineer
105356,Diederik,Matzov,9999-01-01,1988-05-12,Senior Engineer
105432,Mohamadou,Stafford,9999-01-01,1995-09-12,Engineer
105432,Mohamadou,Stafford,9999-01-01,1995-09-12,Senior Engineer
105520,Haldun,Lienhardt,9999-01-01,1987-01-29,Senior Staff
105731,Sachem,Cromarty,9999-01-01,1990-08-20,Assistant Engineer
105731,Sachem,Cromarty,9999-01-01,1990-08-20,Engineer
106096,Naftali,Schurmann,9999-01-01,1992-12-02,Engineer
106096,Naftali,Schurmann,9999-01-01,1992-12-02,Senior Engineer
106242,Nevio,Thisen,9999-01-01,1988-03-25,Senior Staff
106242,Nevio,Thisen,9999-01-01,1988-03-25,Staff
106695,Lijie,Garrabrants,9999-01-01,1985-10-02,Senior Staff
106695,Lijie,Garrabrants,9999-01-01,1985-10-02,Staff
106710,Babette,Anandan,9999-01-01,1986-11-22,Senior Staff
106710,Babette,Anandan,9999-01-01,1986-11-22,Staff
107486,Siamak,Luiz,9999-01-01,1987-02-11,Senior Engineer
107737,Fabrizio,Chleq,9999-01-01,1999-07-31,Senior Engineer
107792,Shahab,Crooks,9999-01-01,1992-03-18,Senior Staff
107792,Shahab,Crooks,9999-01-01,1992-03-18,Staff
107828,Ramya,Walston,9999-01-01,1989-02-03,Senior Staff
107828,Ramya,Walston,9999-01-01,1989-02-03,Staff
108091,Hisao,Ghemri,9999-01-01,1985-11-14,Senior Staff
108091,Hisao,Ghemri,9999-01-01,1985-11-14,Staff
108198,Randi,Samarati,9999-01-01,1992-10-20,Senior Staff
108198,Randi,Samarati,9999-01-01,1992-10-20,Staff
108316,Shai,Stellhorn,9999-01-01,1992-05-21,Senior Engineer
108988,Oksana,Baek,9999-01-01,1989-07-20,Senior Staff
108988,Oksana,Baek,9999-01-01,1989-07-20,Staff
109062,Jamaludin,Kandlur,9999-01-01,1992-06-19,Senior Engineer
109211,Gor,Delgrande,9999-01-01,1995-11-07,Engineer
109211,Gor,Delgrande,9999-01-01,1995-11-07,Senior Engineer
109252,Moty,Winter,9999-01-01,1991-04-28,Technique Leader
109278,Bangqing,Schach,9999-01-01,1988-03-22,Senior Staff
109278,Bangqing,Schach,9999-01-01,1988-03-22,Staff
109552,Menkae,Etalle,9999-01-01,1997-05-21,Assistant Engineer
109552,Menkae,Etalle,9999-01-01,1997-05-21,Engineer
109598,Stamatina,Auyong,9999-01-01,1988-07-05,Senior Staff
109620,Mani,Cannata,9999-01-01,1989-06-21,Senior Staff
109620,Mani,Cannata,9999-01-01,1989-06-21,Staff
109703,Arco,Walston,9999-01-01,1999-08-16,Engineer
109741,Hatem,Fadgyas,9999-01-01,1991-11-13,Senior Engineer
109953,Godehard,Chorvat,9999-01-01,1988-04-10,Senior Staff
109953,Godehard,Chorvat,9999-01-01,1988-04-10,Staff
200267,Chuanti,Luff,9999-01-01,1994-09-21,Senior Staff
200267,Chuanti,Luff,9999-01-01,1994-09-21,Staff
200312,Akemi,Fujisaki,9999-01-01,1998-06-25,Senior Engineer
200363,Kirk,Quaggetto,9999-01-01,1987-06-30,Engineer
200363,Kirk,Quaggetto,9999-01-01,1987-06-30,Senior Engineer
200735,Dinah,Denos,9999-01-01,1992-09-21,Senior Staff
200735,Dinah,Denos,9999-01-01,1992-09-21,Staff
200789,Susumu,Camurati,9999-01-01,1991-12-15,Senior Staff
200789,Susumu,Camurati,9999-01-01,1991-12-15,Staff
201229,Alejandra,Khasidashvili,9999-01-01,1994-07-30,Staff
201708,Anneli,Perl,9999-01-01,1992-09-08,Senior Staff
201708,Anneli,Perl,9999-01-01,1992-09-08,Staff
201709,Fan,Kakkad,9999-01-01,1988-02-25,Senior Staff
201709,Fan,Kakkad,9999-01-01,1988-02-25,Staff
201739,Genta,Terekhov,9999-01-01,1998-07-21,Assistant Engineer
201801,Waiman,Genin,9999-01-01,1988-10-30,Engineer
201801,Waiman,Genin,9999-01-01,1988-10-30,Senior Engineer
201915,Sudharsan,DeMori,9999-01-01,1992-03-30,Engineer
201915,Sudharsan,DeMori,9999-01-01,1992-03-30,Senior Engineer
202291,Ortrun,Schmiedel,9999-01-01,1997-07-18,Engineer
202403,Gully,Perko,9999-01-01,1999-07-07,Engineer
202414,Zvonko,Murthy,9999-01-01,1992-01-07,Senior Staff
202552,Morris,Saoudi,9999-01-01,1991-11-22,Engineer
202552,Morris,Saoudi,9999-01-01,1991-11-22,Senior Engineer
202826,Kerhong,Matzke,9999-01-01,1986-11-14,Engineer
202826,Kerhong,Matzke,9999-01-01,1986-11-14,Senior Engineer
202882,Isaac,Koshino,9999-01-01,1995-09-28,Senior Engineer
202950,Giordano,Pietrzykowski,9999-01-01,1987-03-26,Senior Staff
203474,Hugh,Jonsson,9999-01-01,1991-07-06,Senior Staff
203474,Hugh,Jonsson,9999-01-01,1991-07-06,Staff
203495,Zongyan,Gips,9999-01-01,1997-05-31,Technique Leader
203599,Ewing,DiGiano,9999-01-01,2000-02-01,Technique Leader
203720,Sasan,Thimonier,9999-01-01,1996-08-21,Senior Staff
203946,Yefim,Marwedel,9999-01-01,1993-03-30,Senior Staff
203946,Yefim,Marwedel,9999-01-01,1993-03-30,Staff
204117,Jessie,Nooteboom,9999-01-01,1999-08-13,Staff
204133,Susuma,Bergere,9999-01-01,1996-02-25,Senior Staff
204246,Arve,Worfolk,9999-01-01,1985-04-01,Senior Staff
204246,Arve,Worfolk,9999-01-01,1985-04-01,Staff
204425,Gretta,Huttel,9999-01-01,1990-10-08,Senior Engineer
204470,Hein,Lichtner,9999-01-01,1995-04-03,Senior Staff
204470,Hein,Lichtner,9999-01-01,1995-04-03,Staff
204471,Franziska,Maginnis,9999-01-01,1986-02-17,Engineer
204471,Franziska,Maginnis,9999-01-01,1986-02-17,Senior Engineer
204764,Susanne,Mandelberg,9999-01-01,1990-11-02,Engineer
204764,Susanne,Mandelberg,9999-01-01,1990-11-02,Senior Engineer
205018,Yahiko,Awdeh,9999-01-01,1998-08-05,Engineer
205085,Moni,Kornyak,9999-01-01,1991-09-26,Technique Leader
205174,Leszek,Spinelli,9999-01-01,1998-12-10,Staff
205500,Mary,Setiz,9999-01-01,1989-01-13,Senior Engineer
205627,Stabislas,Broder,9999-01-01,1996-07-16,Engineer
205627,Stabislas,Broder,9999-01-01,1996-07-16,Senior Engineer
205660,Kien,Barreiro,9999-01-01,1997-08-25,Staff
205699,Youjian,Yetto,9999-01-01,1994-12-07,Senior Staff
205699,Youjian,Yetto,9999-01-01,1994-12-07,Staff
205789,Limsoon,Skafidas,9999-01-01,1999-08-10,Senior Staff
205863,Aiichiro,Kusalik,9999-01-01,1990-10-04,Engineer
205863,Aiichiro,Kusalik,9999-01-01,1990-10-04,Senior Engineer
206748,Yucai,Fabrizio,9999-01-01,1999-10-06,Staff
206836,Guadalupe,Pfau,9999-01-01,1993-03-22,Senior Staff
206836,Guadalupe,Pfau,9999-01-01,1993-03-22,Staff
206966,Tzu,Sichman,9999-01-01,1987-11-17,Engineer
